gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Churn_Probability,Risk_Level,Recommended_Action
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,416.3,1,0-6 Months,0.6899403733929207,High Risk,Priority retention campaign + service engagement
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,1,7-12 Months,0.6896160170966655,High Risk,Priority retention campaign + service engagement
Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,0,7-12 Months,0.6887511222190961,High Risk,Priority retention campaign + service engagement
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,1,7-12 Months,0.6887167289688628,High Risk,Priority retention campaign + service engagement
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,1,13-24 Months,0.6886970764580513,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,1,13-24 Months,0.6884754876319257,High Risk,Priority retention campaign + service engagement
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,1,0-6 Months,0.6884297208830246,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,1,0-6 Months,0.6883937491878883,High Risk,Priority retention campaign + service engagement
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,7-12 Months,0.688060702187657,High Risk,Priority retention campaign + service engagement
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,1,13-24 Months,0.6880396332950699,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,0,0-6 Months,0.6880168794390705,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,0,0-6 Months,0.687976417312434,High Risk,Priority retention campaign + service engagement
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,1,0-6 Months,0.6878774259798509,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,0,13-24 Months,0.6878280026193447,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,1,0-6 Months,0.6876795215051217,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,1,0-6 Months,0.6876109853313838,High Risk,Priority retention campaign + service engagement
Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,1,7-12 Months,0.6875013687670739,High Risk,Priority retention campaign + service engagement
Female,1,No,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,672.7,0,13-24 Months,0.6874750386702211,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,0,13-24 Months,0.6874713563912974,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1,1,0-6 Months,0.6866596225375566,High Risk,Priority retention campaign + service engagement
Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,1,13-24 Months,0.6865680481716415,High Risk,Priority retention campaign + service engagement
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,966.55,0,7-12 Months,0.6864214158583605,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,1,0-6 Months,0.6863788159077092,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,1,13-24 Months,0.6848603503177829,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,1,7-12 Months,0.6843865445737763,High Risk,Priority retention campaign + service engagement
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,1,7-12 Months,0.6843675529837876,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,1,0-6 Months,0.6841474259918235,High Risk,Priority retention campaign + service engagement
Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,0,25-48 Months,0.6840253811549839,High Risk,Priority retention campaign + service engagement
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,1,0-6 Months,0.683731914617239,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,1,25-48 Months,0.6836050458003787,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,0,0-6 Months,0.683163788024216,High Risk,Priority retention campaign + service engagement
Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,1,13-24 Months,0.6824932136659488,High Risk,Priority retention campaign + service engagement
Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,1,13-24 Months,0.682365211630622,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,418.8,1,7-12 Months,0.6818475529926836,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,1,0-6 Months,0.6815949858062307,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,1,0-6 Months,0.681277143239115,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,0,7-12 Months,0.6812762729576866,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,0,0-6 Months,0.6808798877327947,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,1,0-6 Months,0.680468776415187,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,1,0-6 Months,0.6801679852196244,High Risk,Priority retention campaign + service engagement
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,1,25-48 Months,0.680070056255162,High Risk,Priority retention campaign + service engagement
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,1,0-6 Months,0.6800408849986622,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,1,0-6 Months,0.6800291031857552,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0-6 Months,0.6797178381811805,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,1,0-6 Months,0.6796545941453669,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,0,0-6 Months,0.6795122735980662,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,1,25-48 Months,0.6792262751358136,High Risk,Priority retention campaign + service engagement
Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,1,25-48 Months,0.6788575230148516,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,1,7-12 Months,0.6786462782002456,High Risk,Priority retention campaign + service engagement
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,1,0-6 Months,0.6782470834248873,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,0,13-24 Months,0.677949861008039,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,0,0-6 Months,0.6778885244406904,High Risk,Priority retention campaign + service engagement
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,1,7-12 Months,0.6776572261854106,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,1,13-24 Months,0.677514854375187,High Risk,Priority retention campaign + service engagement
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,1,0-6 Months,0.6769202318094301,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,1,7-12 Months,0.6765907768795137,High Risk,Priority retention campaign + service engagement
Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,1,25-48 Months,0.6761945776237648,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,1,0-6 Months,0.6761889087759103,High Risk,Priority retention campaign + service engagement
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,0-6 Months,0.6759261971744305,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,0-6 Months,0.6758816909303856,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,1,7-12 Months,0.6757378906091532,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,1,7-12 Months,0.6756448476171092,High Risk,Priority retention campaign + service engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,1,0-6 Months,0.6754463091981975,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,7-12 Months,0.6754016702806496,High Risk,Priority retention campaign + service engagement
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,1,0-6 Months,0.6752743017780978,High Risk,Priority retention campaign + service engagement
Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,0,25-48 Months,0.675220153364563,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,1,0-6 Months,0.6751117760888582,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,1,0-6 Months,0.6749363368541971,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,7-12 Months,0.6745506521245206,High Risk,Priority retention campaign + service engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,0-6 Months,0.6744451283331884,High Risk,Priority retention campaign + service engagement
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,1,7-12 Months,0.6744220822905047,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,0-6 Months,0.6743167595765783,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,0,0-6 Months,0.6739832914617783,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,1,0-6 Months,0.6737925093328131,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1,0-6 Months,0.673224064570501,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,257.6,0,0-6 Months,0.6731129838100757,High Risk,Priority retention campaign + service engagement
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,1,0-6 Months,0.6730571019763752,High Risk,Priority retention campaign + service engagement
Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,0-6 Months,0.6729706535400226,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,1,0-6 Months,0.6729070703888865,High Risk,Priority retention campaign + service engagement
Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,1,7-12 Months,0.6728727921319515,High Risk,Priority retention campaign + service engagement
Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.75,1218.25,0,13-24 Months,0.6728486270292173,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,1,0-6 Months,0.6728364527826125,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,136.05,0,0-6 Months,0.6722638204131391,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,0,13-24 Months,0.6721291473977938,High Risk,Priority retention campaign + service engagement
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,1,25-48 Months,0.6716324248188823,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,1,0-6 Months,0.6716308655137159,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,1,7-12 Months,0.6715881530254246,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,0,0-6 Months,0.671516088855273,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,1,0-6 Months,0.6713754697943516,High Risk,Priority retention campaign + service engagement
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,69.1,1,0-6 Months,0.6713189039788372,High Risk,Priority retention campaign + service engagement
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,0,13-24 Months,0.6712577837898689,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,1,0-6 Months,0.6709771271156183,High Risk,Priority retention campaign + service engagement
Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,1,13-24 Months,0.6709213237338681,High Risk,Priority retention campaign + service engagement
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,1,25-48 Months,0.6707436533475293,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,1,0-6 Months,0.6707354816865669,High Risk,Priority retention campaign + service engagement
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,1,7-12 Months,0.670710930810932,High Risk,Priority retention campaign + service engagement
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,1,0-6 Months,0.6703142419693613,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,0,7-12 Months,0.6703065590155327,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,1,0-6 Months,0.669841065690481,High Risk,Priority retention campaign + service engagement
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,1,25-48 Months,0.6697210733331982,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,1,0-6 Months,0.6697134292281826,High Risk,Priority retention campaign + service engagement
Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,1,13-24 Months,0.6696828260005852,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1,0-6 Months,0.669545098950785,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,1,0-6 Months,0.6695234994344883,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,1,13-24 Months,0.6694736031615839,High Risk,Priority retention campaign + service engagement
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,1,0-6 Months,0.6693606163954334,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,1,0-6 Months,0.668923202233361,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,1,0-6 Months,0.6687547145716197,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,1,0-6 Months,0.6686647285576806,High Risk,Priority retention campaign + service engagement
Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,1,0-6 Months,0.6685659132898323,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,1,0-6 Months,0.6685480751434968,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,1,13-24 Months,0.6685305729219542,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,7-12 Months,0.6684041347140126,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,1,0-6 Months,0.6683699838694107,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,1,0-6 Months,0.668263332065586,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,0,0-6 Months,0.667735818542882,High Risk,Priority retention campaign + service engagement
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,1,25-48 Months,0.6677126793542051,High Risk,Priority retention campaign + service engagement
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,1,0-6 Months,0.6675249423787483,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,1,0-6 Months,0.6673974992514076,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,0-6 Months,0.667264362867637,High Risk,Priority retention campaign + service engagement
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,0,0-6 Months,0.6668844673993608,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,0,25-48 Months,0.6667587626605249,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,1,0-6 Months,0.6663360008208024,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,0,0-6 Months,0.6662708162945666,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1,0-6 Months,0.6662627820491571,High Risk,Priority retention campaign + service engagement
Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,1,13-24 Months,0.6661723704932575,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,1,0-6 Months,0.6659575565943341,High Risk,Priority retention campaign + service engagement
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,7-12 Months,0.6657940960399398,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,1,0-6 Months,0.6656375709020862,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,0,0-6 Months,0.665475754178064,High Risk,Priority retention campaign + service engagement
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6,1,0-6 Months,0.6652582140709382,High Risk,Priority retention campaign + service engagement
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,1,25-48 Months,0.6650733303278619,High Risk,Priority retention campaign + service engagement
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,1,7-12 Months,0.6648696601973766,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,1,0-6 Months,0.6646582503055738,High Risk,Priority retention campaign + service engagement
